tick,event,species,entity_id,x,y,detail
0,hunt_start,Sectid,9,271,3,46,8,target:Rabbit:90
0,hunt_start,Sectid,10,273,0,49,0,target:Lizard:239
0,hunt_start,Sectid,11,274,6,50,8,target:Lizard:239
0,hunt_start,Sectid,16,114,1,137,5,target:Lizard:232
0,hunt_start,Sectid,24,117,6,201,6,target:Shroomer:404
0,hunt_start,Sectid,28,243,7,72,6,target:Fish:142
0,hunt_start,Sectid,30,247,3,65,0,target:Fish:139
0,hunt_start,Sectid,31,242,7,65,6,target:Fish:142
0,hunt_start,Sectid,35,62,5,235,9,target:Lizard:235
0,hunt_start,Fox,444,62,5,127,5,target:Rabbit:122
0,hunt_start,Crocodile,450,127,5,198,5,target:Sectid:22
0,hunt_start,Boar,458,259,5,25,5,target:Deer:43
0,hunt_start,Bear,462,95,5,58,5,target:Frog:162
0,hunt_start,Hawk,464,0,5,130,5,target:Lizard:242
0,hunt_start,Hawk,467,110,5,67,5,target:Rabbit:113
0,hunt_start,Polar Bear,477,164,5,234,5,target:Monkey:326
0,hunt_start,Jaguar,485,121,5,223,5,target:Tapir:367
0,hunt_start,Jaguar,486,75,5,254,5,target:Tapir:372
0,reproduce,Deer,40,231,5,41,9,offspring:1
0,reproduce,Deer,42,262,4,30,7,offspring:1
0,reproduce,Deer,45,261,9,30,2,offspring:1
0,reproduce,Deer,78,44,0,154,8,offspring:1
0,reproduce,Deer,83,131,4,45,4,offspring:1
0,reproduce,Rabbit,91,267,9,55,8,offspring:2
0,reproduce,Rabbit,125,279,5,258,5,offspring:2
0,reproduce,Fish,131,16,7,209,6,offspring:2
0,reproduce,Frog,156,136,9,116,3,offspring:2
0,reproduce,Frog,157,136,2,114,0,offspring:2
0,reproduce,Frog,172,60,5,149,5,offspring:2
0,reproduce,Frog,175,185,2,161,8,offspring:2
0,reproduce,Turtle,185,106,1,173,0,offspring:1
0,reproduce,Elk,191,228,4,87,5,offspring:1
0,reproduce,Elk,193,226,4,88,0,offspring:1
0,reproduce,Elk,211,170,5,209,7,offspring:1
0,reproduce,Elk,215,115,7,250,3,offspring:1
0,reproduce,Elk,216,117,4,248,0,offspring:1
0,reproduce,Lizard,240,280,8,43,4,offspring:2
0,reproduce,Lizard,243,163,5,257,5,offspring:2
0,reproduce,Lizard,244,163,8,256,7,offspring:2
0,reproduce,Camel,254,3,7,211,4,offspring:1
0,reproduce,Camel,259,144,3,151,4,offspring:1
0,reproduce,Camel,263,88,6,261,7,offspring:1
0,reproduce,Penguin,269,244,6,106,2,offspring:1
0,reproduce,Penguin,275,242,8,105,0,offspring:1
0,reproduce,Penguin,282,163,6,34,2,offspring:1
0,reproduce,Musk Ox,291,241,3,92,1,offspring:1
0,reproduce,Musk Ox,295,257,3,2,3,offspring:1
0,reproduce,Musk Ox,297,254,9,3,6,offspring:1
0,reproduce,Musk Ox,299,134,7,44,7,offspring:1
0,reproduce,Musk Ox,311,159,4,109,7,offspring:1
0,reproduce,Monkey,317,109,9,231,6,offspring:1
0,reproduce,Monkey,319,167,5,256,4,offspring:1
0,reproduce,Monkey,320,167,4,256,8,offspring:1
0,reproduce,Monkey,324,171,0,225,6,offspring:1
0,reproduce,Monkey,331,43,1,147,9,offspring:1
0,reproduce,Wolf,429,75,5,39,3,offspring:1
0,reproduce,Fox,442,153,5,251,5,offspring:1
0,reproduce,Shark,454,273,5,2,5,offspring:1
0,reproduce,Boar,456,33,5,89,5,offspring:2
0,reproduce,Boar,457,190,5,53,5,offspring:2
0,reproduce,Bear,462,95,5,58,5,offspring:1
0,reproduce,Hawk,466,229,5,203,5,offspring:1
0,reproduce,Arctic Fox,484,81,5,64,5,offspring:1
0,reproduce,Jaguar,486,75,5,254,5,offspring:1
1,hunt_fail,Sectid,9,271,3,46,9,target_died
1,hunt_start,Sectid,9,271,3,46,9,target:Rabbit:494
1,hunt_fail,Sectid,10,273,1,49,0,target_died
1,hunt_fail,Sectid,11,274,6,50,6,target_died
1,hunt_fail,Sectid,12,271,2,48,2,target_died
1,hunt_fail,Sectid,13,272,7,49,7,target_died
1,hunt_fail,Sectid,16,114,2,137,3,target_died
1,hunt_fail,Sectid,28,243,9,72,5,target_died
1,hunt_fail,Sectid,30,247,4,65,0,target_died
1,hunt_fail,Sectid,31,242,9,65,6,target_died
1,hunt_fail,Sectid,35,62,4,235,9,target_died
